	Cyanobacterium_aponinum_pcc_10605.ASM31767v1	Nostoc_punctiforme_pcc_73102.ASM2002v1	Oscillatoriales_cyanobacterium_jsc_12.ASM30994v1
OG0001306	AFZ53808	ACC83665	EKQ70551
OG0001307	AFZ53809	ACC83642	EKQ67990
OG0001308	AFZ53811	ACC83755	EKQ71106
OG0001309	AFZ53812	ACC79404	EKQ71231
OG0001310	AFZ53813	ACC81694	EKQ71066
OG0001311	AFZ53814	ACC79679	EKQ68041
OG0001312	AFZ53815	ACC79676	EKQ70520
OG0001313	AFZ53817	ACC82280	EKQ67824
OG0001314	AFZ53818	ACC82281	EKQ67823
OG0001315	AFZ53820	ACC80464, ACC83390	
OG0001316	AFZ53821	ACC83388, ACC84962	
OG0001317	AFZ53824	ACC81669, ACC85191	
OG0001318	AFZ53827	ACC82700	EKQ69305
OG0001319	AFZ53828	ACC81416	EKQ71269
OG0001320	AFZ53829	ACC82556	EKQ70581
OG0001321	AFZ53831	ACC83666	EKQ71311
OG0001322	AFZ53832	ACC82288	EKQ69841
OG0001323	AFZ53833	ACC82578	EKQ67058
OG0001324	AFZ53834	ACC84066	EKQ66641
OG0001325	AFZ53835	ACC83738	EKQ70862
OG0001326	AFZ53842	ACC83155	EKQ68365
OG0001327	AFZ53847	ACC83121	EKQ68039
OG0001328	AFZ53848	ACC83569	EKQ68329
OG0001329	AFZ53851	ACC83023	EKQ70090
OG0001330	AFZ53852	ACC84134	EKQ69781
OG0001331	AFZ53853	ACC82790	EKQ68902
OG0001332	AFZ53854	ACC82792	EKQ68900
OG0001333	AFZ53855	ACC84755	EKQ69517
OG0001334	AFZ53856	ACC83446	EKQ67606
OG0001335	AFZ53857	ACC81951	EKQ68634
OG0001336	AFZ53858	ACC80529	EKQ70744
OG0001337	AFZ53862	ACC83900	EKQ70592
OG0001338	AFZ53863	ACC83899	EKQ70648
OG0001339	AFZ53867	ACC84558	EKQ70123
OG0001340	AFZ53868	ACC81379	EKQ68461
OG0001341	AFZ53872	ACC78899	EKQ70770
OG0001342	AFZ53873	ACC84219	EKQ68360
OG0001343	AFZ53875	ACC82294	EKQ68244
OG0001344	AFZ53876	ACC82293	EKQ68243
OG0001345	AFZ53877	ACC82292	EKQ68242
OG0001346	AFZ53878	ACC83358	EKQ70698
OG0001347	AFZ53880	ACC82891	EKQ70914
OG0001348	AFZ53882	ACC78921	EKQ69572
OG0001349	AFZ53884	ACC82875	EKQ68272
OG0001350	AFZ53885	ACC84761	EKQ68207
OG0001351	AFZ53886	ACC82541	EKQ69221
OG0001352	AFZ53887	ACC82110	EKQ70124
OG0001353	AFZ53888	ACC82901	EKQ66732
OG0001354	AFZ53890	ACC78811	EKQ69390
OG0001355	AFZ53891	ACC82476	EKQ66636
OG0001356	AFZ53892	ACC83258	EKQ69018
OG0001357	AFZ53894	ACC82562	EKQ70828
OG0001358	AFZ53895	ACC82902	EKQ66731
OG0001359	AFZ53897	ACC83392	EKQ68444
OG0001360	AFZ53898	ACC81703	EKQ70099
OG0001361	AFZ53900	ACC79614	EKQ70223
OG0001362	AFZ53901	ACC79268	EKQ68725
OG0001363	AFZ53907	ACC82911	EKQ67897
OG0001364	AFZ53908	ACC82912	EKQ67916
OG0001365	AFZ53909	ACC82913	EKQ67915
OG0001366	AFZ53911	ACC81066	EKQ66631
OG0001367	AFZ53913	ACC82270	EKQ68783
OG0001368	AFZ53914	ACC79870	EKQ69861
OG0001369	AFZ53915	ACC80233	EKQ70957
OG0001370	AFZ53920	ACC79108	EKQ68236
OG0001371	AFZ53921	ACC79457	EKQ69225
OG0001372	AFZ53922	ACC84623	EKQ67975
OG0001373	AFZ53923	ACC80277	EKQ70059
OG0001374	AFZ53924	ACC82196	EKQ68820
OG0001375	AFZ53928	ACC79580	EKQ66758
OG0001376	AFZ53931	ACC80398	EKQ69129
OG0001377	AFZ53932	ACC83270	EKQ71133
OG0001378	AFZ53933	ACC82240	EKQ68686
OG0001379	AFZ53934	ACC82471	EKQ67173
OG0001380	AFZ53935	ACC79414	EKQ67399
OG0001381	AFZ53936	ACC81351	EKQ70972
OG0001382	AFZ53937	ACC82457	EKQ67578
OG0001383	AFZ53938	ACC84060	EKQ68960
OG0001384	AFZ53944	ACC81332	EKQ69684
OG0001385	AFZ53945	ACC83159	EKQ68898
OG0001386	AFZ53946	ACC83005	EKQ70734
OG0001387	AFZ53947	ACC82866	EKQ69135
OG0001388	AFZ53950	ACC84054	EKQ69635
OG0001389	AFZ53951	ACC83700	EKQ71055
OG0001390	AFZ53967	ACC82777	EKQ68827
OG0001391	AFZ53970	ACC82064	EKQ67520
OG0001392	AFZ53972	ACC83499	EKQ67452
OG0001393	AFZ53977	ACC84946, ACC85303	
OG0001394	AFZ53981	ACC83781	EKQ67532
OG0001395	AFZ53985	ACC79230	EKQ70134
OG0001396	AFZ53986	ACC80226	EKQ67935
OG0001397	AFZ53987	ACC84117	EKQ67052
OG0001398	AFZ53990	ACC79073	EKQ67860
OG0001399	AFZ53991	ACC79074	EKQ67859
OG0001400	AFZ53992	ACC79075	EKQ67858
OG0001401	AFZ53993	ACC81432	EKQ68115
OG0001402	AFZ53999	ACC82418	EKQ67736
OG0001403	AFZ54000	ACC82417	EKQ67735
OG0001404	AFZ54008	ACC83570	EKQ68909
OG0001405	AFZ54011	ACC79604	EKQ68806
OG0001406	AFZ54012	ACC83782	EKQ67623
OG0001407	AFZ54014	ACC83400	EKQ70818
OG0001408	AFZ54015	ACC83732	EKQ70880
OG0001409	AFZ54018	ACC82347	EKQ68968
OG0001410	AFZ54019	ACC81308	EKQ67768
OG0001411	AFZ54022	ACC82983	EKQ70641
OG0001412	AFZ54027	ACC79949	EKQ67949
OG0001413	AFZ54029	ACC82975	EKQ70168
OG0001414	AFZ54030	ACC84781	EKQ67377
OG0001415	AFZ54031	ACC82274	EKQ68779
OG0001416	AFZ54033	ACC84319	EKQ68599
OG0001417	AFZ54035	ACC80245	EKQ68942
OG0001418	AFZ54036	ACC83479	EKQ70654
OG0001419	AFZ54038	ACC83742	EKQ70971
OG0001420	AFZ54039	ACC79642	EKQ67217
OG0001421	AFZ54040	ACC79643	EKQ68537
OG0001422	AFZ54041	ACC82041	EKQ68626
OG0001423	AFZ54043	ACC83187	EKQ68596
OG0001424	AFZ54044	ACC83188	EKQ68597
OG0001425	AFZ54045	ACC83189	EKQ68598
OG0001426	AFZ54046	ACC81990	EKQ68522
OG0001427	AFZ54047	ACC84154	EKQ67977
OG0001428	AFZ54048	ACC84153	EKQ67976
OG0001429	AFZ54049	ACC82717	EKQ69275
OG0001430	AFZ54051	ACC81333	EKQ69802
OG0001431	AFZ54052	ACC82801	EKQ71261
OG0001432	AFZ54056	ACC80641, ACC80642	
OG0001433	AFZ54060	ACC78965	EKQ71316
OG0001434	AFZ54061	ACC78964	EKQ71315
OG0001435	AFZ54065	ACC79263, ACC79264	
OG0001436	AFZ54066	ACC81096	EKQ68656
OG0001437	AFZ54067	ACC84583	EKQ67924
OG0001438	AFZ54068	ACC83615	EKQ68814
OG0001439	AFZ54069	ACC79314	EKQ70710
OG0001440	AFZ54071	ACC78836	EKQ68258
OG0001441	AFZ54072	ACC82258	EKQ69617
OG0001442	AFZ54073	ACC83083	EKQ67932
OG0001443	AFZ54078	ACC81449	EKQ69093
OG0001444	AFZ54098	ACC81323	EKQ69685
OG0001445	AFZ54100	ACC79110	EKQ68238
OG0001446	AFZ54101	ACC80496	EKQ68202
OG0001447	AFZ54103	ACC80309	EKQ69031
OG0001448	AFZ54104	ACC84312	EKQ69030
OG0001449	AFZ54106	ACC84499	EKQ69028
OG0001450	AFZ54119, AFZ54120	ACC81864	
OG0001451	AFZ54124	ACC79529	EKQ67012
OG0001452	AFZ54143	ACC83152	EKQ67504
OG0001453	AFZ54144	ACC83151	EKQ67505
OG0001454	AFZ54145	ACC82452	EKQ67777
OG0001455	AFZ54146	ACC84754	EKQ69800
OG0001456	AFZ54147	ACC83271	EKQ69143
OG0001457	AFZ54148	ACC82362	EKQ67266
OG0001458	AFZ54149	ACC78979	EKQ71280
OG0001459	AFZ54150	ACC84568	EKQ68098
OG0001460	AFZ54151	ACC84005	EKQ70537
OG0001461	AFZ54152	ACC83309	EKQ67439
OG0001462	AFZ54153	ACC83893	EKQ69315
OG0001463	AFZ54155	ACC81946	EKQ69714
OG0001464	AFZ54156	ACC78876	EKQ68306
OG0001465	AFZ54157	ACC81069	EKQ70022
OG0001466	AFZ54158	ACC80388	EKQ68437
OG0001467	AFZ54159	ACC81480	EKQ70688
OG0001468	AFZ54161	ACC80284	EKQ71108
OG0001469	AFZ54169	ACC84557	EKQ67934
OG0001470	AFZ54170	ACC82239	EKQ69865
OG0001471	AFZ54171	ACC79220	EKQ70070
OG0001472	AFZ54173	ACC84880	EKQ68756
OG0001473	AFZ54174	ACC84879	EKQ68757
OG0001474	AFZ54175	ACC83528	EKQ69657
OG0001475	AFZ54176	ACC83529	EKQ68191
OG0001476	AFZ54177	ACC83676	EKQ68889
OG0001477	AFZ54178	ACC84241	EKQ67953
OG0001478	AFZ54181	ACC79316	EKQ70708
OG0001479	AFZ54182	ACC79675	EKQ67561
OG0001480	AFZ54183	ACC81429	EKQ70569
OG0001481	AFZ54185	ACC83513	EKQ68469
OG0001482	AFZ54188	ACC82130	EKQ66709
OG0001483	AFZ54192	ACC81047	EKQ69105
OG0001484	AFZ54193	ACC83667	EKQ67827
OG0001485	AFZ54195	ACC83428	EKQ69432
OG0001486	AFZ54199	ACC82956	EKQ71109
OG0001487	AFZ54200	ACC82833	EKQ69839
OG0001488	AFZ54203	ACC79955	EKQ67602
OG0001489	AFZ54204	ACC80598	EKQ71253
OG0001490	AFZ54205	ACC83614	EKQ68815
OG0001491	AFZ54206	ACC83613	EKQ68816
OG0001492	AFZ54211	ACC82004	EKQ68935
OG0001493	AFZ54214	ACC84381	EKQ67652
OG0001494	AFZ54215	ACC83064	EKQ66708
OG0001495	AFZ54216	ACC79265	EKQ70131
OG0001496	AFZ54217	ACC82057	EKQ67968
OG0001497	AFZ54219	ACC80148	EKQ70701
OG0001498	AFZ54221	ACC82160	EKQ70867
OG0001499	AFZ54222	ACC82158	EKQ70868
OG0001500	AFZ54223	ACC79080	EKQ70144
OG0001501	AFZ54225	ACC84091	EKQ68262
OG0001502	AFZ54226	ACC84092	EKQ68261
OG0001503	AFZ54227	ACC80274	EKQ69444
OG0001504	AFZ54228	ACC81894	EKQ69848
OG0001505	AFZ54232	ACC81202	EKQ70996
OG0001506	AFZ54234	ACC84631	EKQ71057
OG0001507	AFZ54235	ACC82523	EKQ69805
OG0001508	AFZ54238	ACC83868	EKQ71099
OG0001509	AFZ54239	ACC78905	EKQ70912
OG0001510	AFZ54241	ACC79916	EKQ66756
OG0001511	AFZ54242	ACC79917	EKQ68524
OG0001512	AFZ54243	ACC78962	EKQ69731
OG0001513	AFZ54244	ACC82228	EKQ71073
OG0001514	AFZ54246	ACC82408	EKQ67722
OG0001515	AFZ54248	ACC83340	EKQ68286
OG0001516	AFZ54249	ACC79496	EKQ68199
OG0001517	AFZ54250	ACC83616	EKQ68813
OG0001518	AFZ54251	ACC79465	EKQ69372
OG0001519	AFZ54255	ACC82881	EKQ68285
OG0001520	AFZ54256	ACC82880	EKQ68284
OG0001521	AFZ54258	ACC83575	EKQ69562
OG0001522	AFZ54259	ACC82116	EKQ69751
OG0001523	AFZ54261	ACC79647	EKQ67534
OG0001524	AFZ54262	ACC79450	EKQ70739
OG0001525	AFZ54263	ACC79449	EKQ70740
OG0001526	AFZ54264	ACC79318	EKQ69776
OG0001527	AFZ54266	ACC79730	EKQ67698
OG0001528	AFZ54267	ACC83489	EKQ68718
OG0001529	AFZ54269	ACC78856	EKQ69210
OG0001530	AFZ54270	ACC83469	EKQ67235
OG0001531	AFZ54271	ACC84542	EKQ67665
OG0001532	AFZ54272	ACC83143	EKQ70014
OG0001533	AFZ54274	ACC80996	EKQ68834
OG0001534	AFZ54275	ACC82930	EKQ68719
OG0001535	AFZ54276	ACC82929	EKQ68720
OG0001536	AFZ54277	ACC83355	EKQ67241
OG0001537	AFZ54278	ACC83354	EKQ67242
OG0001538	AFZ54279	ACC79368	EKQ67706
OG0001539	AFZ54282	ACC84566	EKQ66976
OG0001540	AFZ54286	ACC82295	EKQ68246
OG0001541	AFZ54287	ACC81407	EKQ69661
OG0001542	AFZ54293	ACC81285	EKQ69754
OG0001543	AFZ54295	ACC83216	EKQ70127
OG0001544	AFZ54296	ACC79516	EKQ68460
OG0001545	AFZ54297	ACC79515	EKQ68459
OG0001546	AFZ54298	ACC83778	EKQ71140
OG0001547	AFZ54299	ACC83921	EKQ69646
OG0001548	AFZ54300	ACC84233	EKQ71052
OG0001549	AFZ54301	ACC82106	EKQ67522
OG0001550	AFZ54302	ACC79317	EKQ69777
OG0001551	AFZ54305	ACC81119	EKQ70771
OG0001552	AFZ54306	ACC80487	EKQ68205
OG0001553	AFZ54307	ACC84841	EKQ68225
OG0001554	AFZ54308	ACC84840	EKQ71079
OG0001555	AFZ54309	ACC83505	EKQ67186
OG0001556	AFZ54312	ACC78923	EKQ69575
OG0001557	AFZ54313	ACC78924	EKQ69576
OG0001558	AFZ54314	ACC78925	EKQ69577
OG0001559	AFZ54317	ACC82601	EKQ69298
OG0001560	AFZ54321	ACC79805	EKQ70562
OG0001561	AFZ54322	ACC79064	EKQ66656
OG0001562	AFZ54323	ACC79711	EKQ69722
OG0001563	AFZ54324	ACC79712	EKQ69721
OG0001564	AFZ54327	ACC82824	EKQ68448
OG0001565	AFZ54329	ACC79506	EKQ68750
OG0001566	AFZ54331	ACC84325	EKQ67195
OG0001567	AFZ54338	ACC79473	EKQ66821
OG0001568	AFZ54339	ACC79472	EKQ66820
OG0001569	AFZ54344	ACC82840	EKQ68140
OG0001570	AFZ54345	ACC79088	EKQ66817
OG0001571	AFZ54346	ACC79089	EKQ66816
OG0001572	AFZ54347	ACC79084	EKQ66822
OG0001573	AFZ54348	ACC78960	EKQ67298
OG0001574	AFZ54350	ACC79275	EKQ68653
OG0001575	AFZ54351	ACC83289	EKQ68911
OG0001576	AFZ54352	ACC78981	EKQ68221
OG0001577	AFZ54353	ACC83104	EKQ68061
OG0001578	AFZ54354	ACC83105	EKQ68060
OG0001579	AFZ54355	ACC84112	EKQ66603
OG0001580	AFZ54357	ACC81964	EKQ68402
OG0001581	AFZ54358	ACC82249	EKQ68662
OG0001582	AFZ54359	ACC84280	EKQ70908
OG0001583	AFZ54363	ACC82568	EKQ71026
OG0001584	AFZ54366	ACC84243	EKQ68582
OG0001585	AFZ54367	ACC79705	EKQ67286
OG0001586	AFZ54372	ACC80961	EKQ69642
OG0001587	AFZ54373	ACC80962	EKQ69643
OG0001588	AFZ54375	ACC80883	EKQ68433
OG0001589	AFZ54376	ACC82427	EKQ67404
OG0001590	AFZ54377	ACC81714	EKQ69389
OG0001591	AFZ54382	ACC80299	EKQ66932
OG0001592	AFZ54383	ACC80423	EKQ68803
OG0001593	AFZ54384	ACC82535	EKQ69214
OG0001594	AFZ54389	ACC82139	EKQ67914
OG0001595	AFZ54398	ACC84093	EKQ69005
OG0001596	AFZ54399	ACC81390	EKQ66720
OG0001597	AFZ54401	ACC81030	EKQ70980
OG0001598	AFZ54403	ACC81031	EKQ68893
OG0001599	AFZ54404	ACC81032	EKQ68894
OG0001600	AFZ54407	ACC82142	EKQ70082
OG0001601	AFZ54408	ACC79780	EKQ70126
OG0001602	AFZ54409	ACC82938	EKQ68660
OG0001603	AFZ54410	ACC84512	EKQ69728
OG0001604	AFZ54411	ACC83935	EKQ67493
OG0001605	AFZ54413	ACC80656	EKQ70732
OG0001606	AFZ54416	ACC78888	EKQ70418
OG0001607	AFZ54419	ACC82698	EKQ70064
OG0001608	AFZ54420	ACC79459	EKQ69226
OG0001609	AFZ54423	ACC82439	EKQ70153
OG0001610	AFZ54428	ACC80230	EKQ69732
OG0001611	AFZ54429	ACC80863	EKQ68316
OG0001612	AFZ54430	ACC83870	EKQ69814
OG0001613	AFZ54438	ACC84506	EKQ68594
OG0001614	AFZ54446	ACC78866	EKQ68484
OG0001615	AFZ54449, AFZ55092	ACC83219	
OG0001616	AFZ54452	ACC80127	EKQ67465
OG0001617	AFZ54453	ACC82826	EKQ67060
OG0001618	AFZ54454	ACC84753	EKQ69466
OG0001619	AFZ54458	ACC84001	EKQ67692
OG0001620	AFZ54460	ACC83140	EKQ71111
OG0001621	AFZ54463	ACC82874	EKQ68274
OG0001622	AFZ54464	ACC80040	EKQ67540
OG0001623	AFZ54481	ACC81338	EKQ68711
OG0001624	AFZ54483	ACC84438	EKQ66685
OG0001625	AFZ54491	ACC80262	EKQ70080
OG0001626	AFZ54493	ACC82990	EKQ68730
OG0001627	AFZ54496	ACC82560	EKQ69603
OG0001628	AFZ54499	ACC81098, ACC83954	
OG0001629	AFZ54500	ACC82604	EKQ69295
OG0001630	AFZ54501	ACC80562	EKQ69403
OG0001631	AFZ54503	ACC84789	EKQ66978
OG0001632	AFZ54505	ACC82503	EKQ68310
OG0001633	AFZ54514	ACC79630	EKQ68549
OG0001634	AFZ54515	ACC79629	EKQ68548
OG0001635	AFZ54517	ACC80073	EKQ69287
OG0001636	AFZ54518	ACC80937	EKQ67166
OG0001637	AFZ54520	ACC80025	EKQ69417
OG0001638	AFZ54521	ACC79058	EKQ66624
OG0001639	AFZ54522	ACC79059	EKQ66625
OG0001640	AFZ54523	ACC79217	EKQ70067
OG0001641	AFZ54525	ACC82319	EKQ67403
OG0001642	AFZ54526	ACC82117	EKQ69752
OG0001643	AFZ54528	ACC84713	EKQ70242
OG0001644	AFZ54529	ACC83326	EKQ67448
OG0001645	AFZ54531	ACC82678	EKQ70017
OG0001646	AFZ54532	ACC83334	EKQ69780
OG0001647	AFZ54536	ACC79559	EKQ68964
OG0001648	AFZ54537	ACC80261	EKQ70054
OG0001649	AFZ54541, AFZ55074	ACC81464	
OG0001650	AFZ54542	ACC83160	EKQ68899
OG0001651	AFZ54544	ACC83082	EKQ69123
OG0001652	AFZ54545	ACC80647	EKQ69064
OG0001653	AFZ54547	ACC83338	EKQ66646
OG0001654	AFZ54548	ACC79446	EKQ68749
OG0001655	AFZ54549	ACC81090	EKQ71075
OG0001656	AFZ54550	ACC84016	EKQ67969
OG0001657	AFZ54553	ACC82304	EKQ69178
OG0001658	AFZ54554	ACC80530	EKQ68822
OG0001659	AFZ54555	ACC82323	EKQ70856
OG0001660	AFZ54556	ACC79319	EKQ70004
OG0001661	AFZ54557	ACC83983	EKQ67856
OG0001662	AFZ54559	ACC78831	EKQ70077
OG0001663	AFZ54562	ACC81261	EKQ71139
OG0001664	AFZ54563	ACC83364	EKQ70104
OG0001665	AFZ54567	ACC84127	EKQ67188
OG0001666	AFZ54568	ACC83362	EKQ68268
OG0001667	AFZ54570	ACC81303	EKQ67803
OG0001668	AFZ54571	ACC82976	EKQ70169
OG0001669	AFZ54573	ACC78865	EKQ67998
OG0001670	AFZ54576	ACC82000	EKQ67950
OG0001671	AFZ54582	ACC79881	EKQ68805
OG0001672	AFZ54583	ACC84242	EKQ67952
OG0001673	AFZ54584	ACC80531	EKQ68823
OG0001674	AFZ54587	ACC79323	EKQ68450
OG0001675	AFZ54588	ACC81881	EKQ67926
OG0001676	AFZ54590	ACC84279	EKQ70909
OG0001677	AFZ54591	ACC84439	EKQ66946
OG0001678	AFZ54592	ACC83084	EKQ67930
OG0001679	AFZ54594	ACC79476	EKQ68405
OG0001680	AFZ54595	ACC79475	EKQ68404
OG0001681	AFZ54597	ACC82480	EKQ67742
OG0001682	AFZ54599	ACC84455	EKQ70570
OG0001683	AFZ54603	ACC84748	EKQ67868
OG0001684	AFZ54604	ACC81344	EKQ68277
OG0001685	AFZ54605	ACC81969	EKQ69076
OG0001686	AFZ54606	ACC84428	EKQ67582
OG0001687	AFZ54607	ACC83344	EKQ68514
OG0001688	AFZ54608	ACC83343	EKQ67937
OG0001689	AFZ54609	ACC84502	EKQ71317
OG0001690	AFZ54610	ACC81320	EKQ67259
OG0001691	AFZ54613	ACC84164	EKQ69639
OG0001692	AFZ54614	ACC82848	EKQ66769
OG0001693	AFZ54615	ACC83464	EKQ70983
OG0001694	AFZ54616	ACC82593	EKQ69604
OG0001695	AFZ54618	ACC80393, ACC80554	
OG0001696	AFZ54621	ACC84296	EKQ68226
OG0001697	AFZ54622	ACC83451	EKQ70975
OG0001698	AFZ54624	ACC80146	EKQ67001
OG0001699	AFZ54626	ACC79123	EKQ67163
OG0001700	AFZ54632	ACC79424	EKQ67613
OG0001701	AFZ54642	ACC79111	EKQ68239
OG0001702	AFZ54646	ACC79754	EKQ67921
OG0001703	AFZ54647	ACC84535	EKQ66702
OG0001704	AFZ54649	ACC81107	EKQ70632
OG0001705	AFZ54650	ACC84560	EKQ66971
OG0001706	AFZ54655	ACC81316	EKQ66983
OG0001707	AFZ54656	ACC79219	EKQ70069
OG0001708	AFZ54657	ACC79218	EKQ70068
OG0001709	AFZ54659	ACC79463	EKQ68440
OG0001710	AFZ54664	ACC84589	EKQ67509
OG0001711	AFZ54666	ACC81288	EKQ69399
OG0001712	AFZ54667	ACC79618	EKQ68714
OG0001713	AFZ54668	ACC83766	EKQ68675
OG0001714	AFZ54670	ACC80265	EKQ69451
OG0001715	AFZ54674	ACC79813	EKQ66706
OG0001716	AFZ54676	ACC83162	EKQ70783
OG0001717	AFZ54679	ACC83169	EKQ68508
OG0001718	AFZ54680	ACC83892	EKQ69314
OG0001719	AFZ54681	ACC81112	EKQ69116
OG0001720	AFZ54682	ACC80986	EKQ67896
OG0001721	AFZ54683	ACC83590	EKQ67836
OG0001722	AFZ54685	ACC81335	EKQ69804
OG0001723	AFZ54686	ACC83497	EKQ67454
OG0001724	AFZ54687	ACC82046	EKQ69545
OG0001725	AFZ54690	ACC84387	EKQ68740
OG0001726	AFZ54693	ACC84289	EKQ67198
OG0001727	AFZ54704	ACC83032	EKQ67901
OG0001728	AFZ54705	ACC84747	EKQ67870
OG0001729	AFZ54706	ACC81726	EKQ67479
OG0001730	AFZ54707	ACC81213	EKQ71322
OG0001731	AFZ54708	ACC79277	EKQ69427
OG0001732	AFZ54709	ACC82443	EKQ67814
OG0001733	AFZ54711	ACC79912	EKQ68712
OG0001734	AFZ54715	ACC82582	EKQ69238
OG0001735	AFZ54716	ACC84644	EKQ69151
OG0001736	AFZ54721	ACC83148	EKQ70845
OG0001737	AFZ54724	ACC82448	EKQ69360
OG0001738	AFZ54730	ACC81239	EKQ70625
OG0001739	AFZ54741	ACC81231	EKQ70617
OG0001740	AFZ54742	ACC79681	EKQ68428
OG0001741	AFZ54743	ACC81230	EKQ70616
OG0001742	AFZ54748	ACC81334	EKQ69803
OG0001743	AFZ54750	ACC81458	EKQ70092
OG0001744	AFZ54751	ACC84703	EKQ66977
OG0001745	AFZ54752	ACC79259	EKQ68767
OG0001746	AFZ54753	ACC82028	EKQ68388
OG0001747	AFZ54756	ACC83964	EKQ68340
OG0001748	AFZ54759	ACC84721	EKQ68157
OG0001749	AFZ54760	ACC80304	EKQ68529
OG0001750	AFZ54761	ACC82591	EKQ69423
OG0001751	AFZ54763	ACC82496	EKQ67964
OG0001752	AFZ54764	ACC82720	EKQ69277
OG0001753	AFZ54765	ACC78933	EKQ66644
OG0001754	AFZ54770	ACC78932	EKQ68535
OG0001755	AFZ54771	ACC78931	EKQ68534
OG0001756	AFZ54774		EKQ69697, EKQ69698
OG0001757	AFZ54779	ACC81900	EKQ68048
OG0001758	AFZ54782	ACC79627	EKQ68399
OG0001759	AFZ54783	ACC84030	EKQ67234
OG0001760	AFZ54784	ACC78869	EKQ67513
OG0001761	AFZ54787	ACC78868	EKQ67512
OG0001762	AFZ54789	ACC82253	EKQ66607
OG0001763	AFZ54791	ACC81963	EKQ69316
OG0001764	AFZ54792		EKQ66980, EKQ66981
OG0001765	AFZ54794	ACC81110	EKQ70725
OG0001766	AFZ54797	ACC82272	EKQ68777
OG0001767	AFZ54798	ACC82721	EKQ69278
OG0001768	AFZ54801	ACC79557	EKQ68963
OG0001769	AFZ54803	ACC81891	EKQ68658
OG0001770	AFZ54804	ACC81890	EKQ68659
OG0001771	AFZ54805	ACC80501	EKQ69041
OG0001772	AFZ54806	ACC82233	EKQ70547
OG0001773	AFZ54807	ACC82234	EKQ70548
OG0001774	AFZ54808	ACC82235	EKQ70549
OG0001775	AFZ54810	ACC82330	EKQ70755
OG0001776	AFZ54811	ACC80600	EKQ70590
OG0001777	AFZ54816	ACC83568	EKQ68330
OG0001778	AFZ54817	ACC79644	EKQ68536
OG0001779	AFZ54821	ACC83525	EKQ69289
OG0001780	AFZ54822	ACC79758	EKQ69730
OG0001781	AFZ54823	ACC80963	EKQ67042
OG0001782	AFZ54829	ACC80237	EKQ68540
OG0001783	AFZ54831	ACC81302	EKQ67804
OG0001784	AFZ54834	ACC84731	EKQ70829
OG0001785	AFZ54835	ACC80400	EKQ69133
OG0001786	AFZ54836	ACC80502	EKQ69042
OG0001787	AFZ54838	ACC81305	EKQ67400
OG0001788	AFZ54846	ACC80492	EKQ69692
OG0001789	AFZ54847	ACC81463	EKQ70097
OG0001790	AFZ54848	ACC79626	EKQ68398
OG0001791	AFZ54849	ACC82389	EKQ67817
OG0001792	AFZ54850	ACC81033	EKQ70858
OG0001793	AFZ54851	ACC83471	EKQ70866
OG0001794	AFZ54852	ACC79590	EKQ68775
OG0001795	AFZ54862	ACC84237	EKQ67957
OG0001796	AFZ54866	ACC83163	EKQ68483
OG0001797	AFZ54867	ACC84087	EKQ70189
OG0001798	AFZ54872	ACC79315	EKQ70709
OG0001799	AFZ54875	ACC79738	EKQ70109
OG0001800	AFZ54876	ACC82402	EKQ68315
OG0001801	AFZ54878	ACC79589	EKQ68774
OG0001802	AFZ54881	ACC84785	EKQ67024
OG0001803	AFZ54884	ACC82115	EKQ67854
OG0001804	AFZ54885	ACC81365	EKQ67831
OG0001805	AFZ54890	ACC83348	EKQ67066
OG0001806	AFZ54891	ACC83349	EKQ69290
OG0001807	AFZ54892	ACC83350	EKQ69291
OG0001808	AFZ54893	ACC83351	EKQ69292
OG0001809	AFZ54894	ACC83352	EKQ69293
OG0001810	AFZ54896	ACC82146	EKQ68101
OG0001811	AFZ54901	ACC80424	EKQ68804
OG0001812	AFZ54902	ACC82596	EKQ70678
OG0001813	AFZ54903	ACC83319	EKQ69015
OG0001814	AFZ54905	ACC82208	EKQ68434
OG0001815	AFZ54906	ACC79858	EKQ67528
OG0001816	AFZ54907	ACC79857	EKQ67529
OG0001817	AFZ54909	ACC78881	EKQ69312
OG0001818	AFZ54910	ACC79894	EKQ69688
OG0001819	AFZ54911	ACC82733	EKQ68857
OG0001820	AFZ54912	ACC83410	EKQ70074
OG0001821	AFZ54913	ACC81248	EKQ69439
OG0001822	AFZ54914	ACC81915	EKQ67068
OG0001823	AFZ54915	ACC83116	EKQ69618
OG0001824	AFZ54916	ACC84359	EKQ71038
OG0001825	AFZ54917	ACC84360	EKQ71037
OG0001826	AFZ54923	ACC81095	EKQ68655
OG0001827	AFZ54924	ACC84704	EKQ69334
OG0001828	AFZ54927	ACC79849	EKQ68415
OG0001829	AFZ54928	ACC79247	EKQ69401
OG0001830	AFZ54931	ACC79495	EKQ67398
OG0001831	AFZ54932	ACC80899, ACC84802	
OG0001832	AFZ54933	ACC82534	EKQ69610
OG0001833	AFZ54935	ACC84052	EKQ69631
OG0001834	AFZ54936	ACC83171	EKQ68505
OG0001835	AFZ54937	ACC83170	EKQ68506
OG0001836	AFZ54938	ACC79413	EKQ68432
OG0001837	AFZ54939	ACC84123	EKQ67911
OG0001838	AFZ54940	ACC84122	EKQ67912
OG0001839	AFZ54941	ACC84121	EKQ67913
